ID,name,source ref,source type,mapping type,target_ID,target name,target ref,target type,STIX ID,created,last modified
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1016.001,Internet Connection Discovery,attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc,technique,relationship--fd135724-b4b3-470a-95c6-43191f99dcb6,06 September 2023,19 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1003.001,LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,technique,relationship--331e59e9-0d10-4c2d-ba92-e8eb0de1cc95,18 April 2018,19 March 2020
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,relationship--3aacea96-941f-4a1d-8981-36d2a0e62cf3,18 April 2018,19 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1204.001,Malicious Link,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,technique,relationship--5a374aec-ae82-4c99-bbc2-34c4050a9932,17 March 2020,19 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1112,Modify Registry,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,technique,relationship--f8ff17c3-2921-40c2-b4a9-19ee7678397a,18 April 2018,22 March 2019
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,relationship--cd001a55-ed41-4109-9090-41bebed9113a,18 April 2018,06 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1074.002,Remote Data Staging,attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0,technique,relationship--b8df1d2c-f014-4f51-a277-8050adafb865,18 April 2018,16 March 2020
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1021.001,Remote Desktop Protocol,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,technique,relationship--31a6eec8-0281-4973-a2af-ebf30e317a9f,18 April 2018,15 September 2021
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1018,Remote System Discovery,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,technique,relationship--ee46b157-d368-42e4-98f6-b76f6e65c9bd,18 April 2018,07 October 2021
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1021.002,SMB/Windows Admin Shares,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,technique,relationship--a83e6a0f-fc31-472f-bffd-135dfc5ce683,18 April 2018,19 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1053.005,Scheduled Task,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,technique,relationship--55ea8954-9b81-45e4-89c9-a6b55f5b2541,18 April 2018,28 March 2020
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1518.001,Security Software Discovery,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,technique,relationship--1ce61b6a-b1fd-4e21-874a-774a1487fa12,18 April 2018,22 March 2019
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,relationship--9c1ec4da-96d9-4173-b944-77c341a19572,18 April 2018,19 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1566.002,Spearphishing Link,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,technique,relationship--52e319bc-d6ee-4ab5-a3ae-36f0477cac67,18 April 2018,22 March 2019
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1082,System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,technique,relationship--c8342b87-ceea-40e0-a9ad-11b72aa1378f,06 September 2023,19 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1033,System Owner/User Discovery,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,technique,relationship--17bace22-3930-4b7e-9fd1-1473da5496ff,06 September 2023,06 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1134.001,Token Impersonation/Theft,attack-pattern--86850eff-2729-40c3-b85e-c4af26da4a2d,technique,relationship--f950b817-9082-4299-a310-6b48fc347ebc,08 September 2021,06 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1588.002,Tool,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,technique,relationship--3a20f6f1-0e1b-4d8e-8461-eb41e4c6b5da,06 September 2023,19 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1078,Valid Accounts,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,technique,relationship--060e7485-d2a9-4aa2-a742-58f7e4e6086a,18 April 2018,15 September 2021
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1071.001,Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,technique,relationship--a1c0db19-e187-480b-85d4-6e5672480d33,15 September 2021,15 September 2021
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1102,Web Service,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,technique,relationship--68a9519f-c65a-451e-9126-5946ac6844c6,08 September 2021,12 October 2021
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1059.003,Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,technique,relationship--e090281c-4ab9-4b6f-ab63-f22606f7e620,18 April 2018,06 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1047,Windows Management Instrumentation,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,technique,relationship--fd763f17-409d-428b-825c-f731b0ad88cc,18 April 2018,06 September 2023
G0061,FIN8,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,group,uses,T1546.003,Windows Management Instrumentation Event Subscription,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58,technique,relationship--5014ed30-309e-4bed-af86-ec5603736342,15 September 2021,15 September 2021
G0137,Ferocious Kitten,intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,group,uses,T1583.001,Domains,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,technique,relationship--e9375a8c-4574-40a9-a3c2-a9fe036928a6,28 September 2021,11 October 2021
G0137,Ferocious Kitten,intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,relationship--471ea836-ef54-4306-b131-cf66de5811c4,28 September 2021,11 October 2021
G0137,Ferocious Kitten,intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,group,uses,T1036.005,Match Legitimate Name or Location,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,technique,relationship--59d3a882-3f6d-442a-8fbe-bb2f9cecd2f5,28 September 2021,11 October 2021
G0137,Ferocious Kitten,intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,group,uses,T1036.002,Right-to-Left Override,attack-pattern--77eae145-55db-4519-8ae5-77b0c7215d69,technique,relationship--54501ca8-7205-4b83-87cb-b2235bc0ec71,28 September 2021,11 October 2021
G0137,Ferocious Kitten,intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,relationship--8f8caa9d-b728-4b54-88b0-b7cd3646f437,28 September 2021,11 October 2021
G0137,Ferocious Kitten,intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,group,uses,T1588.002,Tool,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,technique,relationship--ba29bbf3-4947-4676-98c4-13bf6fb79ce0,11 October 2021,11 October 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1546.008,Accessibility Features,attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5,technique,relationship--df898edd-0829-4222-b50b-e7cbf75a0fb4,23 December 2020,23 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1560.001,Archive via Utility,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,technique,relationship--28d9ac63-ce5f-4d42-be72-6b4d99b6fda7,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1217,Browser Information Discovery,attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7,technique,relationship--52ecf0cd-4e5f-4331-b4d8-42618f155c5c,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1110,Brute Force,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,technique,relationship--1b4baaaa-f08e-4f67-8d32-a7facb21eb7b,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1027.010,Command Obfuscation,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,technique,relationship--2904937b-f1ed-4fa8-87e9-a7d69cbccc27,22 March 2023,22 March 2023
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1059,Command and Scripting Interpreter,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,technique,relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8,29 December 2020,12 April 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1552.001,Credentials In Files,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,technique,relationship--4dbf47c1-c065-4e4c-8894-376d636555a2,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1530,Data from Cloud Storage,attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7,technique,relationship--118c566e-2042-4566-99c2-308351d50a40,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1213,Data from Information Repositories,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416,technique,relationship--628054bd-e758-4528-a1fb-40983ecec149,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,relationship--32bc85f6-f022-4868-8934-bd00cc36f6d4,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1039,Data from Network Shared Drive,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,technique,relationship--d51c9d02-a701-4334-9dbc-bba6c128ba2b,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1087.002,Domain Account,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,technique,relationship--8b425ec5-7be4-4225-a7c5-8f219fed7b6c,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1585,Establish Accounts,attack-pattern--cdfc5f0a-9bb9-4352-b896-553cfa2d8fd8,technique,relationship--340a62c8-9f22-4cb6-9310-bd4136e14258,04 January 2021,20 April 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1190,Exploit Public-Facing Application,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,technique,relationship--6d4f3696-caa9-4100-bef5-e42d0f18470e,22 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1210,Exploitation of Remote Services,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,technique,relationship--1cfc2e72-a9ce-4dc2-95ad-fb99c90a2880,22 December 2020,04 January 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1083,File and Directory Discovery,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,technique,relationship--f0026b7c-9a9a-468d-a152-1b214efe066a,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1003.001,LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,technique,relationship--a3b4a3e9-2552-43dc-957a-5c7f64fac9f1,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1087.001,Local Account,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e,technique,relationship--8a4b2f39-183a-40e9-a8af-f3727061c17d,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1136.001,Local Account,attack-pattern--635cbe30-392d-4e27-978e-66774357c762,technique,relationship--26ce5847-3f53-4736-92c6-7a82e17cd884,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1036.004,Masquerade Task or Service,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c,technique,relationship--a27943d2-6839-4be3-81ea-19ea6704d218,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1036.005,Match Legitimate Name or Location,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,technique,relationship--e51ab951-2e6f-4c7e-bd10-fe0dc0bb4671,23 December 2020,23 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1003.003,NTDS,attack-pattern--edf91964-b26e-4b4a-9600-ccacd7d7df24,technique,relationship--71b92fe6-dd99-4192-b327-8ef27b790123,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1046,Network Service Discovery,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,technique,relationship--dd0c5079-1bd3-45fa-b8e7-aabf0a5513b7,22 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1027,Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,technique,relationship--5fa15bc3-e7ec-4617-bf30-b5258af8b2ec,29 December 2020,22 March 2023
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1555.005,Password Managers,attack-pattern--315f51f0-6b03-4c1e-bfb2-84740afb8e21,technique,relationship--70fe7f39-41de-4d7d-b691-4ac17c1a4c58,29 December 2020,22 January 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,relationship--ecc9a971-349b-428d-a376-74f11b5b7086,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1572,Protocol Tunneling,attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b,technique,relationship--bdaf3340-0580-4e89-9cdc-e0af5a91ed85,22 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1090,Proxy,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,technique,relationship--a637133c-2b07-4e57-8822-5c3bc4b584d7,29 December 2020,05 January 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1012,Query Registry,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,technique,relationship--b8b16140-82bc-42a0-82f7-bfc402f4b4a4,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1021.001,Remote Desktop Protocol,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,technique,relationship--d32354c1-0668-4997-825e-7f5652826ab9,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1018,Remote System Discovery,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,technique,relationship--1374e38c-db37-46f8-8560-63901a3e7e56,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1021.002,SMB/Windows Admin Shares,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,technique,relationship--65e9d954-30d8-4354-ad5c-3a6d69867a7e,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1021.004,SSH,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,technique,relationship--91b41079-6c44-439e-a76c-2a128a792e17,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1053.005,Scheduled Task,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,technique,relationship--99c87be1-d8f1-4b41-836f-8811628c4b80,23 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1585.001,Social Media Accounts,attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,technique,relationship--e463f5ae-4b7a-40dd-94e1-1a04a22e5e23,05 January 2021,05 January 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1021.005,VNC,attack-pattern--01327cde-66c4-4123-bf34-5f258d59457b,technique,relationship--3d3ea12b-fec0-4daa-bb51-190884d88ee0,29 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1078,Valid Accounts,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,technique,relationship--db08c6bc-0a2a-41f3-bcb2-5410f9e0afa6,22 December 2020,20 April 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1102,Web Service,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,technique,relationship--d452da85-b408-458f-ad25-937605de4611,05 January 2021,05 January 2021
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1505.003,Web Shell,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,technique,relationship--96772bc0-7a9e-4688-95a2-67fff1646be4,22 December 2020,29 December 2020
G0117,Fox Kitten,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,group,uses,T1059.003,Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,technique,relationship--54b2d2db-b1d8-49aa-82f3-08d8a53a4899,23 December 2020,23 December 2020
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1560.001,Archive via Utility,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,technique,relationship--86246bef-ad4c-4c30-805a-d6f1928a7c20,19 July 2019,14 January 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1553.002,Code Signing,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,technique,relationship--2fc6e8dc-5117-41ea-9b5f-154cff612f6f,13 January 2021,13 January 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1574.002,DLL Side-Loading,attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b,technique,relationship--3b523bd9-ffc2-4525-a08c-4500bfcb2fed,18 July 2019,22 July 2019
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,relationship--38be247c-74b0-42f3-964e-5f23ef42a353,22 July 2019,22 July 2019
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1136.002,Domain Account,attack-pattern--7610cada-1499-41a4-b3dd-46467b68d177,technique,relationship--433ccc4b-5a1f-49e2-9517-f8f899646cab,18 July 2019,23 March 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1041,Exfiltration Over C2 Channel,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,technique,relationship--380743e5-616c-4524-96e6-d545e5b653ea,22 July 2019,23 March 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1190,Exploit Public-Facing Application,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,technique,relationship--ad60e0be-02a4-4f79-a81d-afdde78492be,18 July 2019,13 January 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1090.002,External Proxy,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,technique,relationship--a084527d-2858-4037-bc48-68c1eac85acb,19 July 2019,30 March 2020
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1133,External Remote Services,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,technique,relationship--57b4f42b-02e2-4cee-98f0-d6935c1e2c7b,19 July 2019,23 March 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1027.005,Indicator Removal from Tools,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,technique,relationship--919f6143-eb8c-48cd-8741-118040c372ab,22 July 2019,22 July 2019
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,relationship--e1268feb-9326-40e1-b05b-fd8e0068488a,19 July 2019,13 January 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1003.001,LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,technique,relationship--7adea746-109e-41c2-bf48-20e0282038a0,19 July 2019,13 January 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1570,Lateral Tool Transfer,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,technique,relationship--89697f9e-cfd2-4273-a5d6-04354f0c3e7c,13 January 2021,13 January 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1074.001,Local Data Staging,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,technique,relationship--a68d8191-b374-4741-a249-1db3515d581b,19 July 2019,17 March 2020
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1027,Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,technique,relationship--2bff8dad-2ef1-485c-8c0b-62a5ba4c384b,19 July 2019,22 July 2019
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1550.002,Pass the Hash,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,technique,relationship--ee4d1b24-603f-40df-8f21-3c053fba275f,22 July 2019,22 July 2019
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,relationship--8698cc92-79ad-46c4-9cb8-30ef87a8d760,18 July 2019,22 July 2019
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1018,Remote System Discovery,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,technique,relationship--ea71022e-7f2a-4065-9cb1-304f85dbaf6d,19 July 2019,17 March 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1036.003,Rename System Utilities,attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,technique,relationship--f8517b42-4d52-417a-a5dc-cbfb2a31930b,19 July 2019,18 March 2020
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1053.005,Scheduled Task,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,technique,relationship--272c29eb-9f83-4a90-a9b2-e823182204a7,19 July 2019,28 March 2020
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1003.002,Security Account Manager,attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011,technique,relationship--1a28a0a2-8e2f-4c42-b6b0-0ffe3d821528,19 July 2019,25 March 2020
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1583.004,Server,attack-pattern--60c4b628-4807-4b0b-bbf5-fdac8643c337,technique,relationship--45c9645b-05df-4ec0-9965-293587c3928e,23 March 2021,22 April 2021
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1027.002,Software Packing,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,technique,relationship--5d8315ce-3c76-4b78-8d6a-f0b7b101bcc0,19 July 2019,22 July 2019
G0093,GALLIUM,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,group,uses,T1016,System Network Configuration Discovery,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,technique,relationship--b10df154-0c2a-4159-ac0a-1bdaa78f56cb,19 July 2019,17 March 2021
