ID,name,source_ref,source_type,mapping_type,target_ID,target_name,target ref,target_type,mapping description,STIX ID,created,last modified
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0414,BabyShark,malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b,software,(Citation: CISA AA20-301A Kimsuky)(Citation: Cybereason Kimsuky November 2020)(Citation: Crowdstrike GTR2020 Mar 2020),relationship--fba9610f-dbaa-4ded-b233-9229b80809ab,04 November 2020,22 December 2020
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0252,Brave Prince,malware--28b97733-ef07-4414-aaa5-df50b2d30cc5,software,(Citation: Talos Kimsuky Nov 2021),relationship--56996982-a954-44d6-9d99-c23d4babccc1,09 February 2022,09 February 2022
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0527,CSPY Downloader,tool--5256c0f8-9108-4c92-8b09-482dfacdcd94,software,(Citation: Cybereason Kimsuky November 2020),relationship--5a85a31a-f5dd-4058-87d3-bb0b6fcfffb3,22 April 2021,22 April 2021
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0249,Gold Dragon,malware--b9799466-9dd7-4098-b2d6-f999ce50b9a8,software,(Citation: Talos Kimsuky Nov 2021),relationship--a6d8c16f-7102-407c-ab9a-7d6b77f85413,09 February 2022,09 February 2022
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0526,KGH_SPY,malware--8bdfe255-e658-4ddd-a11c-b854762e451d,software,(Citation: Cybereason Kimsuky November 2020),relationship--c257d040-c058-42db-ad75-1abb7b06e616,06 November 2020,06 November 2020
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: Netscout Stolen Pencil Dec 2018)(Citation: KISA Operation Muzabi),relationship--ec6d7edc-f538-41ce-89b6-a2c424ddd58b,29 September 2021,15 March 2022
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0353,NOKKI,malware--071d5d65-83ec-4a55-acfa-be7d5f28ba9a,software,(Citation: Crowdstrike GTR2020 Mar 2020),relationship--926523b2-beb0-46e0-a610-c2948ea7bc66,21 December 2020,21 December 2020
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: Netscout Stolen Pencil Dec 2018),relationship--b20c6b3c-1314-419e-afa2-28ac8f54cf39,14 October 2021,14 October 2021
G0094,Kimsuky,intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,group,uses,S0111,schtasks,tool--c9703cd3-141c-43a0-a926-380082be5d04,software,(Citation: Cybereason Kimsuky November 2020)(Citation: KISA Operation Muzabi),relationship--23206fb2-51fb-4bdb-810d-4f719f7dead8,09 November 2020,15 March 2022
G1004,LAPSUS$,intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: MSTIC DEV-0537 Mar 2022),relationship--7e307ac4-f569-4606-a500-b5ead2d5967f,12 October 2022,12 October 2022
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0584,AppleJeus,malware--e2d34c63-6f5a-41f5-86a2-e2380f27f858,software,(Citation: CISA AppleJeus Feb 2021),relationship--d0076185-9619-4365-b74a-44f52cc92c79,01 March 2021,01 March 2021
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0347,AuditCred,malware--24b4ce59-eaac-4c8b-8634-9b093b7ccd92,software,(Citation: TrendMicro Lazarus Nov 2018),relationship--90073373-434c-403c-bbb1-779b25fccb3d,31 January 2019,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0245,BADCALL,malware--9dbdadb6-fdbf-490f-a35f-38762d06a0d2,software,(Citation: US-CERT BADCALL),relationship--1c12b31e-7f17-4e00-a6b5-7eddb5828f34,17 October 2018,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0520,BLINDINGCAN,malware--01dbc71d-0ee8-420d-abb4-3dfb6a4bf725,software,(Citation: US-CERT BLINDINGCAN Aug 2020),relationship--d927e540-e6b8-4ddb-8652-cd510fe285ed,27 October 2020,27 October 2020
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0239,Bankshot,malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8,software,(Citation: McAfee Bankshot),relationship--fa0622d6-2b58-476f-9c57-e629785b0415,17 October 2018,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0498,Cryptoistic,malware--a04d9a4c-bb52-40bf-98ec-e350c2d6a862,software,(Citation: SentinelOne Lazarus macOS July 2020),relationship--e82e75df-12f9-4d95-b653-dd71a519524f,10 August 2020,10 August 2020
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0497,Dacls,malware--3aa169f8-bbf6-44bb-b57d-7f6ada5c2128,software,(Citation: SentinelOne Lazarus macOS July 2020)(Citation: TrendMicro macOS Dacls May 2020),relationship--79f7d5d7-acbf-4f7e-8530-2f7e637580cd,10 August 2020,10 August 2020
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0567,Dtrack,malware--f8774023-8021-4ece-9aca-383ac89d2759,software,(Citation: Kaspersky Dtrack),relationship--3b24afd4-b13b-4c73-bb20-aeff4a44574c,12 March 2021,12 March 2021
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0593,ECCENTRICBANDWAGON,malware--e928333f-f3df-4039-9b8b-556c2add0e42,software,(Citation: CISA EB Aug 2020),relationship--b78b74a4-7fe3-4de5-9aba-b176f1929a7c,18 March 2021,18 March 2021
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0181,FALLCHILL,malware--fece06b7-d4b1-42cf-b81a-5323c917546e,software,(Citation: US-CERT FALLCHILL Nov 2017),relationship--216c15b0-3091-49f2-ba85-356d56265671,16 January 2018,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0246,HARDRAIN,malware--bd0536d7-b081-43ae-a773-cfb057c5b988,software,(Citation: US-CERT HARDRAIN March 2018),relationship--64175a23-67fa-4fa6-8aa6-890c9dc3d5d8,17 October 2018,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0376,HOPLIGHT,malware--454fe82d-6fd2-4ac6-91ab-28a33fe01369,software,(Citation: US-CERT HOPLIGHT Apr 2019),relationship--35305a51-69ac-4fe2-b9e2-3c9a296e9f9b,19 April 2019,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0431,HotCroissant,malware--aad11e34-02ca-4220-91cd-2ed420af4db3,software,(Citation: US-CERT HOTCROISSANT February 2020),relationship--636c3816-21ed-46f7-8837-2334bed88e42,06 May 2020,06 May 2020
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0271,KEYMARBLE,malware--11e36d5b-6a92-4bf9-8eb7-85eb24f59e22,software,(Citation: US-CERT KEYMARBLE Aug 2018),relationship--7b18b0b1-1116-4e42-90b5-ffa3059955a7,17 October 2018,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0238,Proxysvc,malware--069af411-9b24-4e85-b26c-623d035bbe84,software,(Citation: McAfee GhostSecret),relationship--09c957e3-f89b-4b41-93af-bde08f00ce36,17 October 2018,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0241,RATANKBA,malware--9b325b06-35a1-457d-be46-a4ecc0b7ff0c,software,(Citation: Lazarus RATANKBA),relationship--ee02be12-0884-43dc-b0b4-aaaa306b1f19,17 October 2018,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0364,RawDisk,tool--3ffbdc1f-d2bf-41ab-91a2-c7b857e98079,software,(Citation: Novetta Blockbuster)(Citation: Novetta Blockbuster Destructive Malware),relationship--00e9a38d-6dc5-4d67-b2fe-977b1c7d17dd,12 April 2019,28 July 2022
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0174,Responder,tool--a1dd2dbd-1550-44bf-abcc-1a4c52e97719,software,(Citation: ClearSky Lazarus Aug 2020),relationship--ecfb4c82-5097-4273-8aeb-007922e92940,06 April 2022,06 April 2022
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0586,TAINTEDSCRIBE,malware--7f4bbe05-1674-4087-8a16-8f1ad61b6152,software,(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),relationship--83e8bdc8-6fad-4b83-92de-2b66e3e9205e,08 March 2021,15 March 2021
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0263,TYPEFRAME,malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5,software,(Citation: US-CERT TYPEFRAME June 2018),relationship--3933f2fa-9154-4ab4-b9cc-975a1dfbecf5,17 October 2018,20 December 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0665,ThreatNeedle,malware--16040b1c-ed28-4850-9d8f-bb8b81c42092,software,(Citation: Kaspersky ThreatNeedle Feb 2021),relationship--e29b85ff-9ae1-42ad-ba2e-53781b638e42,01 December 2021,01 February 2022
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0180,Volgmer,malware--495b6cdb-7b5a-4fbc-8d33-e7ef68806d08,software,(Citation: US-CERT Volgmer Nov 2017),relationship--e46836e5-8ffe-45e5-9398-bb9fbb3a4aeb,16 January 2018,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0366,WannaCry,malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,software,(Citation: FireEye APT38 Oct 2018)(Citation: LogRhythm WannaCry)(Citation: FireEye WannaCry 2017)(Citation: SecureWorks WannaCry Analysis),relationship--25e7ca82-2784-433a-90a9-a3483615a655,12 April 2019,09 September 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0108,netsh,tool--5a63f900-5e7e-4928-a746-dd4558e1df71,software,(Citation: Novetta Blockbuster Loaders),relationship--9f62c4e4-02d4-497b-8039-cc4e816386a5,31 May 2017,20 December 2019
G0032,Lazarus Group,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,group,uses,S0103,route,tool--c11ac61d-50f4-444f-85d8-6f006067f0de,software,(Citation: Kaspersky ThreatNeedle Feb 2021),relationship--d1e1fefe-5e60-463e-9fd3-bc5ca6d559ed,07 February 2022,07 February 2022
G0140,LazyScripter,intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,group,uses,S0363,Empire,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,software,(Citation: MalwareBytes LazyScripter Feb 2021),relationship--ba2b3c40-f9d2-4663-a5bd-3bb158553572,24 November 2021,24 November 2021
G0140,LazyScripter,intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,group,uses,S0669,KOCTOPUS,malware--df9b350b-d4f9-4e79-a826-75cc75fbc1eb,software,(Citation: MalwareBytes LazyScripter Feb 2021),relationship--e6289aac-7035-465c-acc3-ad6963509ad4,06 December 2021,06 December 2021
G0140,LazyScripter,intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,group,uses,S0250,Koadic,tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,software,(Citation: MalwareBytes LazyScripter Feb 2021),relationship--c7972596-a87d-48fd-bd6f-f140e16f99a6,24 November 2021,24 November 2021
G0140,LazyScripter,intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,group,uses,S0262,QuasarRAT,tool--da04ac30-27da-4959-a67d-450ce47d9470,software,(Citation: MalwareBytes LazyScripter Feb 2021),relationship--878ff6f7-d372-4559-a114-8858eb2682d4,24 November 2021,24 November 2021
G0140,LazyScripter,intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,group,uses,S0332,Remcos,tool--7cd0bc75-055b-4098-a00e-83dc8beaff14,software,(Citation: MalwareBytes LazyScripter Feb 2021),relationship--22d01d2c-6c2e-4e59-98ac-393aef16ffe3,24 November 2021,24 November 2021
G0140,LazyScripter,intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,group,uses,S0508,ngrok,tool--2f7f03bb-f367-4a5a-ad9b-310a12a48906,software,(Citation: MalwareBytes LazyScripter Feb 2021),relationship--b3a2df5e-af39-4129-a63c-7dee0e5986bb,14 September 2023,14 September 2023
G0140,LazyScripter,intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,group,uses,S0385,njRAT,malware--d906e6f7-434c-44c0-b51a-ed50af8f7945,software,(Citation: MalwareBytes LazyScripter Feb 2021),relationship--b036723f-a215-4c04-a625-e57faac4d6b9,24 November 2021,24 November 2021
G0077,Leafminer,intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,group,uses,S0349,LaZagne,tool--b76b2d94-60e4-4107-a903-4a3a7622fb3b,software,(Citation: Symantec Leafminer July 2018),relationship--022c1740-5adb-473e-a8b3-5b1646c959d8,30 January 2019,25 March 2019
G0077,Leafminer,intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,group,uses,S0413,MailSniper,tool--999c4e6e-b8dc-4b4f-8d6e-1b829f29997e,software,(Citation: Symantec Leafminer July 2018),relationship--a55d75ab-f5bb-4892-80de-c878be26a67d,05 October 2019,05 October 2019
G0077,Leafminer,intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: Symantec Leafminer July 2018),relationship--984a0d7f-407f-4e3b-afd5-1dc107a980d5,17 October 2018,25 March 2019
G0077,Leafminer,intrusion-set--32bca8ff-d900-4877-aa65-d70baa041b74,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: Symantec Leafminer July 2018),relationship--d2a8729f-6271-46a0-8a40-a8567c9e5092,17 October 2018,25 March 2019
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0642,BADFLICK,malware--57d83eac-a2ea-42b0-a7b2-c80c55157790,software,(Citation: FireEye Periscope March 2018)(Citation: Accenture MUDCARP March 2019),relationship--6cccc84e-8b42-444c-8d18-12628b0e353c,31 August 2021,31 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0190,BITSAdmin,tool--64764dc6-a032-495f-8250-1e4c06bdc163,software,(Citation: FireEye Periscope March 2018),relationship--3964d326-01f2-4142-8f41-408f576b53b4,18 April 2018,25 April 2019
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0069,BLACKCOFFEE,malware--d69c8146-ab35-4d50-8382-6fc80e641d43,software,(Citation: FireEye Periscope March 2018),relationship--67003297-a35d-452f-b83b-34556115d15c,18 April 2018,25 April 2019
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0020,China Chopper,malware--5a3a31fe-5a8f-48e1-bff0-a753e5b1be70,software,(Citation: FireEye Periscope March 2018)(Citation: CISA AA21-200A APT40 July 2021)(Citation: Accenture MUDCARP March 2019),relationship--eb3a34dd-c516-44a6-9268-6464016bd14a,18 April 2018,31 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0154,Cobalt Strike,malware--a7881f21-e978-4fe4-af56-92c9416a2616,software,(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)(Citation: CISA AA21-200A APT40 July 2021),relationship--d8cbc56c-4014-4e59-adfd-1899859f01d4,06 November 2020,19 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0021,Derusbi,malware--94379dec-5c87-49db-b36e-66abc0b81344,software,(Citation: FireEye Periscope March 2018)(Citation: CISA AA21-200A APT40 July 2021),relationship--4fe3f0a3-1330-4b51-be17-b38a54b6e605,18 April 2018,19 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0363,Empire,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,software,(Citation: CISA AA21-200A APT40 July 2021),relationship--732d754a-b02d-4ec6-8ba2-364c3a8510de,18 August 2021,19 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0232,HOMEFRY,malware--7451bcf9-e6e6-4a70-bc3d-1599173d0035,software,(Citation: FireEye Periscope March 2018),relationship--44add639-84c1-45e7-a640-bcc3ac2b12e1,18 April 2018,25 April 2019
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0233,MURKYTOP,malware--049ff071-0b3c-4712-95d2-d21c6aa54501,software,(Citation: FireEye Periscope March 2018)(Citation: CISA AA21-200A APT40 July 2021),relationship--bcdf2779-c5a2-40b3-88b6-0857711c1cfe,18 April 2018,19 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0228,NanHaiShu,malware--705f0783-5f7d-4491-b6b7-9628e6e006d2,software,(Citation: Proofpoint Leviathan Oct 2017)(Citation: CISA AA21-200A APT40 July 2021),relationship--d26e2b47-e474-402d-b3ff-423a8b64a68e,18 April 2018,19 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0039,Net,tool--03342581-f790-4f03-ba41-e82e67392e23,software,(Citation: FireEye APT40 March 2019),relationship--86f6e11c-759b-438d-9f32-004708c68f2c,18 March 2019,04 October 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0229,Orz,malware--06d735e7-1db1-4dbe-ab4b-acbe419f902b,software,(Citation: Proofpoint Leviathan Oct 2017)(Citation: CISA AA21-200A APT40 July 2021)(Citation: Accenture MUDCARP March 2019),relationship--d5599a7e-d6a4-4de7-918a-84c3972c21ef,18 April 2018,31 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0194,PowerSploit,tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d,software,(Citation: CISA AA21-200A APT40 July 2021),relationship--962f1bc9-89f8-4fbe-b981-b63cce196cbf,31 August 2021,31 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0183,Tor,tool--ed7d0cb1-87a6-43b4-9f46-ef1bc56d6c68,software,(Citation: CISA AA21-200A APT40 July 2021),relationship--ec9a7e1d-53f8-4a79-a5dd-a5890bf421ba,18 August 2021,19 August 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0005,Windows Credential Editor,tool--242f3da3-4425-4d11-8f5c-b842886da966,software,(Citation: FireEye APT40 March 2019),relationship--24879d15-1ec3-437c-bdc5-5b7ac46bb4f5,18 March 2019,04 October 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0110,at,tool--0c8465c0-d0b4-4670-992e-4eee8d7ff952,software,(Citation: FireEye APT40 March 2019),relationship--5bbeba86-0f26-4c02-9c66-8118ad6c0208,18 March 2019,04 October 2021
G0065,Leviathan,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,group,uses,S0032,gh0st RAT,malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,software,(Citation: CISA AA21-200A APT40 July 2021),relationship--7a705189-ab75-428c-ae52-b70bc0d17624,18 August 2021,19 August 2021
G0030,Lotus Blossom,intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,group,uses,S0081,Elise,malware--7551188b-8f91-4d34-8350-0d0c57b2b913,software,(Citation: Spring Dragon Jun 2015)(Citation: Accenture Dragonfish Jan 2018),relationship--8859897c-66f5-4754-8cb8-2c6e6b8b8e2e,31 May 2017,25 March 2019
G0030,Lotus Blossom,intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,group,uses,S0082,Emissary,malware--0f862b01-99da-47cc-9bdb-db4a86a95bb1,software,(Citation: Lotus Blossom Dec 2015)(Citation: Emissary Trojan Feb 2016),relationship--764b5d56-83a1-4c8d-824a-2021c7fe8052,31 May 2017,27 August 2021
G1014,LuminousMoth,intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,group,uses,S0154,Cobalt Strike,malware--a7881f21-e978-4fe4-af56-92c9416a2616,software,(Citation: Kaspersky LuminousMoth July 2021)(Citation: Bitdefender LuminousMoth July 2021),relationship--f2ab4a93-9b9f-4c14-a879-200c512d406f,23 February 2023,23 February 2023
G1014,LuminousMoth,intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,group,uses,S0013,PlugX,malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd,software,(Citation: Kaspersky LuminousMoth July 2021)(Citation: Bitdefender LuminousMoth July 2021),relationship--71485f5d-f685-403d-a0da-72acbae0f79e,23 February 2023,23 February 2023
G0095,Machete,intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0,group,uses,S0409,Machete,malware--35cd1d01-1ede-44d2-b073-a264d727bc04,software,(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019),relationship--f33b1a88-1c1c-4ea4-a1b3-f1198012e728,13 September 2019,13 September 2019
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0674,CharmPower,malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,software,(Citation: Check Point APT35 CharmPower January 2022),relationship--501cd276-7cb4-40a6-b8be-d6cc6d743edc,25 January 2022,08 April 2022
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0186,DownPaper,malware--e48df773-7c95-4a4c-ba70-ea3d15900148,software,(Citation: ClearSky Charming Kitten Dec 2017),relationship--cf9f6e3b-b029-4edd-b53d-7f5981bd2302,27 May 2020,27 May 2020
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0357,Impacket,tool--26c87906-d750-42c5-946c-d4162c73fc7b,software,(Citation: DFIR Phosphorus November 2021),relationship--205c5e6d-90c1-4369-98ee-9968f87d687c,10 January 2023,10 January 2023
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0002,Mimikatz,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,software,(Citation: FireEye APT35 2018),relationship--67f2ca97-5949-4503-a55c-1f0d3f3502ca,17 October 2018,09 September 2019
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0039,Net,tool--03342581-f790-4f03-ba41-e82e67392e23,software,(Citation: DFIR Report APT35 ProxyShell March 2022)(Citation: DFIR Phosphorus November 2021),relationship--1b255a88-0189-4afa-a69f-fa99127e693e,25 May 2022,05 January 2023
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0097,Ping,tool--b77b563c-34bb-4fb8-86a3-3694338f7b47,software,(Citation: DFIR Phosphorus November 2021),relationship--27c6ffb3-836c-4a43-9862-b77c8e4a8256,05 January 2023,05 January 2023
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S1012,PowerLess,malware--35ee9bf3-264b-4411-8a8f-b58cec8f35e4,software,(Citation: Cybereason PowerLess February 2022),relationship--cace8bcc-ab98-49b7-83c1-7b0b99022f02,03 June 2022,03 June 2022
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0029,PsExec,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,software,(Citation: FireEye APT35 2018),relationship--e1910051-019d-4594-ab9d-b588eb370ff2,17 October 2018,09 September 2019
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0192,Pupy,tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,software,(Citation: Unit 42 Magic Hound Feb 2017)(Citation: FireEye APT35 2018)(Citation: Secureworks Cobalt Gypsy Feb 2017),relationship--cde73e1c-da81-4673-a161-49693b45cd48,18 April 2018,23 April 2021
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0096,Systeminfo,tool--7fcbc4e8-1989-441f-9ac5-e7b6ff5806f1,software,(Citation: DFIR Phosphorus November 2021),relationship--703694f1-755e-4e3f-aff2-f623ec842693,05 January 2023,05 January 2023
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0100,ipconfig,tool--294e2560-bd48-44b2-9da2-833b5588ad11,software,(Citation: DFIR Report APT35 ProxyShell March 2022)(Citation: DFIR Phosphorus November 2021),relationship--7f32b01c-ecf6-457e-8bca-6c74c02b439e,25 May 2022,05 January 2023
G0059,Magic Hound,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,group,uses,S0108,netsh,tool--5a63f900-5e7e-4928-a746-dd4558e1df71,software,(Citation: DFIR Report APT35 ProxyShell March 2022),relationship--9f5f1262-17a7-443e-a531-c9048a91ac8d,26 May 2022,26 May 2022
G1013,Metador,intrusion-set--bfc5ddb3-4dfb-4278-8928-020e1b3feddd,group,uses,S1060,Mafalda,malware--3be1fb7a-0f7e-415e-8e3a-74a80d596e68,software,(Citation: SentinelLabs Metador Sept 2022)(Citation: SentinelLabs Metador Technical Appendix Sept 2022),relationship--cc604330-0936-4292-bb45-40c1d865c27b,26 January 2023,05 April 2023
G1013,Metador,intrusion-set--bfc5ddb3-4dfb-4278-8928-020e1b3feddd,group,uses,S1059,metaMain,malware--df350889-4de9-44e5-8cb3-888b8343e97c,software,(Citation: SentinelLabs Metador Sept 2022)(Citation: SentinelLabs Metador Technical Appendix Sept 2022),relationship--bcdf1f9a-536d-4f86-a265-66b55ba0b7c7,26 January 2023,05 April 2023
